"Products list"
"ref","description","Base imp.","IVA","Total",
"HOREDEM0122","Alfalfa- Edemur- manojo","2.79","4.00","2.90",
"HOREDEM0123","Alcachofa blanca-Edemur - 1 Kg","3.13","4.00","3.25",
"HOREDEM0124","libre","2.45","4.00","2.55",
"HOREDEM0125","Verdolaga-Edemur-manojo 150-200gr","2.40","4.00","2.50",
"HOREDEM0126","Apio de verano - Edemur - unidad","2.40","4.00","2.50",
"HOREDEM0127","Kalanchoe daigremontiana - Edemur - 2 hojas","3.80","21.00","4.60",
"HOREDEM0128","Lechuga Trocadero ROJA -Edemur - pieza","1.54","4.00","1.60",
"HOREDEM0129","Guisante- Edemur_KILO","6.35","4.00","6.60",
"HOREDEM015","Naranja - Edemur -kg","1.68","4.00","1.75",
"HOREDEM0200","Guisantes - Edemur - 500 gr","3.17","4.00","3.30",
"HOREDEM0201","Mostaza/Mizuma (hojas para ensalada) - Edemur - 50/60 gr.","2.79","4.00","2.90",
"HOREDEM0250","Hinojo Salvaje","2.50","4.00","2.60",
"HOREDEM0251","Cilantro- Edemur- manojo.","1.44","4.00","1.50",
"HORESENCIA002","Ajo Morado Categoria B- Esencia Rural- 500 gr","1.83","4.00","1.90",
"HORESENCIA004","Ajo negro - Esencia Rural- cabeza","3.22","4.00","3.35",
"HORFIDE0048","Esparrago Verde Mediano-Fidel de Aranzueque-Manojo 500gr","3.03","4.00","3.15",
"HORFIDE0049","Esparrago Verde Extra-Fidel de Aranzueque-Manojo 500gr","3.27","4.00","3.40",
"HORFIDE0050","Maiz para palomitas -Ecoaranzueque -500 gr","1.83","4.00","1.90",
"HORFIDE0051","Mazorca de Maiz -Ecoaranzueque -500 gr","1.57","4.00","1.64",
"HORFIDE0052","Ajo tierno -Fidel de Aranzueque - manojo","1.22","4.00","1.27",
"HORFIDE0054","Patata Roja - Fidel de Aranzueque - Kilo","1.44","4.00","1.50",
"HORFIDE0059","Tomate Maduro -Fidel de Aranzueque - 1 kilo","1.12","4.00","1.16",
"HORFIDE0060","Cebolleta Fresca - Aranzueque - manojo 500 gr aprox","1.32","4.00","1.37",
"HORFIDE0061","Tomate Rastrero -Aranzueque - 1 kilo","1.67","4.00","1.74",
"HORFIDE0062","Brocoli - Fidel de Aranzueque - 1 kilo","2.79","4.00","2.90",
"HORFIDE0063","Cebolla Morada - Fidel de Aranzueque - 1 kilo","1.37","4.00","1.42",
"HORFIDE0064","Remolacha - Fidel de Aranzueque - 1 kilo","1.98","4.00","2.06",
"HORFIDE0065","Esparrago Blanco Mediano-Fidel de Aranzueque-Manojo 500gr","2.98","4.00","3.10",
"HORFIDE0066","Esparrago Blanco Extra-Fidel de Aranzueque-Manojo 500gr","3.27","4.00","3.40",
"HORFIDE0067","Esparrago Verde Fino-Fidel de Aranzueque-Manojo 500gr","2.79","4.00","2.90",
"HORFIDE0068","libre","2.50","4.00","2.60",
"HORFIDE0069","libre","2.21","4.00","2.30",
"HORFIDE0070","Cebolleta - Fidel de Aranzueque - manojo 500 gr. aprox.","1.61","12.00","1.80",
"HORFIDE0071","Coliflor -Ecoaranzueque - pieza","1.73","4.00","1.80",
"HORFIDE0072","Col Lisa-Aranzueque-Precio Pieza","1.73","4.00","1.80",
"HORFIDE0073","Cebolla fresca-Aranzueque-Precio kilo","2.50","4.00","2.60",
"HORFIDE0074","Patata blanca pequena-Fidel de Aranzueque- 1 kilo","0.77","4.00","0.80",
"HORFIDE0075","Esparrago Verde A granel -Fidel Aranzueque- Precio Kg","5.19","4.00","5.40",
"HORFRUI0001","Tomate tumako - Fruitalpuntbio - Kilo","2.36","4.00","2.45",
"HORFRUI0002","Tomate Autoctono - FruitalpuntBio - Kilo","1.92","4.00","2.00",
"HORFRUI0003","Tomate Rose Coll de Foix- Fruitalpuntbio- 1kg","2.88","4.00","3.00",
"HORFRUI0004","Pimientos del Piquillo - FruitalpuntBio- 500 gr","2.99","4.00","3.11",
"HORFRUI0005","Lechugas variadas- Fruitalpuntbio- pieza.","1.54","4.00","1.60",
"HORFRUI0006","Tomate de Segunda Rose Coll de Foix- Fruitalpuntbio- 1kg","2.02","4.00","2.10",
"HORFRUI0007","Pimiento Verde Italiano - Fruitalpuntbio - Kilo","2.45","4.00","2.55",
"HORFRUI0008","Tomate maduro para conserva- Fruitalpuntbio - kilo","1.44","4.00","1.50",
"HORFRUI0009","Berenjena - Fruitalpuntbio - Kilo","2.21","4.00","2.30",
"HORFRUI0010","Patata Blanca - Fruitalpuntbio - Kilo","1.54","4.00","1.60",
"HORFRUI0011","Col KALE - Fruitalpuntbio - manojo 400gr. aprox","1.73","4.00","1.80",
"HORFRUI0012","Brocoli /Broqui- FruitalpuntBio - kilo","3.13","4.00","3.25",
"HORFRUI0013","Hinojo Bulbo - FruitalpuntBio - Precio kilo","3.13","4.00","3.25",
"HORFRUI0014","Apio - FruitalpuntBio - kilo","2.40","4.00","2.50",
"HORFRUI0015","Coliflor - Fruitalpuntbio - KG","2.40","4.00","2.50",
"HORFRUI0016","Col Romanescu - Fruitalpuntbio - Precio pieza","2.69","4.00","2.80",
"HORFRUI0017","Calabacin - Fruitalpuntbio - kilo","1.88","4.00","1.95",
"HORFRUI0018","Escarola- Fruitalpunbio- pieza","2.16","4.00","2.25",
"HORFRUI0019","Judia Tierna -FruitalpuntBio - kilo","3.56","4.00","3.70",
"HORGUAD0001","Habas Tiernas -Guadalhorce Ecologico- 1 kilo","2.13","4.00","2.22",
"HORGUAD0002","Escarola -El Guadalhorce Ecologico - pieza","1.47","4.00","1.53",
"HORGUAD0003","Calabaza Redonda -El Guadalhorce Ecologico - pieza, precio kilo","2.08","4.00","2.16",
"HORGUAD0004","Zanahoria -calibre grande-El Guadalhorce Ecologico- 1 kilo","1.67","4.00","1.74",
"HORGUAD0005","Acelga -El Guadalhorce Ecologico- 1 kilo","2.12","4.00","2.20",
"HORGUAD0006","Alcachofas moradas y blancas-El Guadalhorce Ecologico - 1 kilo","2.69","4.00","2.80",
"HORGUAD0007","Judia Verde Plana -El Guadalhorce Ecologico - 500 gr","2.07","4.00","2.15",
"HORGUAD0008","Lechuga Maravilla -El Guadalhorce Ecologico -pieza","1.63","4.00","1.70",
"HORGUAD0009","Lechuga Malaguena -El Guadalhorce Ecologico -pieza","1.63","4.00","1.70",
"HORGUAD0010","Puerro - El Guadalhorce Ecologico - 1 kilo","2.55","4.00","2.65",
"HORGUAD0011","Tomate Pera - El Guadalhorce Ecologico - 1 kilo","2.64","4.00","2.75",
"HORGUAD0012","Tomate Rebelion -El Guadalhorce Ecologico- 1 kilo","2.12","4.00","2.20",
"HORGUAD0013","Tomate Ensalada -El Guadalhorce Ecologico- 1 kilo","2.98","4.00","3.10",
"HORGUAD0014","Zanahoria -calibre pequeno -El Guadalhorce Ecologico -1 kilo","2.43","4.00","2.53",
"HORGUAD0015","Tomate Redondo - El Guadalhorce Ecologico - 1 kilo","1.83","4.00","1.90",
"HORGUAD0016","Pimiento Rojo Italiano - El Guadalhorce Ecologico - 1 kilo","2.49","4.00","2.58",
"HORGUAD0017","Berenjena - El Guadalhorce Ecologico - 1 kilo","2.50","4.00","2.60",
"HORGUAD0018","Apio - El Guadalhorce Ecologico - manojo -precio kilo","2.07","4.00","2.15",
"HORGUAD0019","Cebolla Fresca - El Guadalhorce Ecologico - 1 kilo","2.12","4.00","2.20",
"HORGUAD0020","Pimiento Italiano - El Guadalhorce ecologico- 1 kilo","2.31","4.00","2.40",
"HORGUAD0021","Calabaza Cacahuete - El Guadalhorce Ecologico- pieza, precio kilo","2.07","4.00","2.15",
"HORGUAD0022","Calabaza Potimarron- El Guadalhorce Ecologico -pieza, precio kilo","2.07","4.00","2.15",
"HORGUAD0023","Pepino del terreno- El Guadalhorce Ecologico- 1 kilo","2.12","4.00","2.20",
"HORGUAD0024","Col Lombarda - El Guadalhorce Ecologico - pieza, precio kg.","2.12","4.00","2.20",
"HORGUAD0025","Pimiento California _ El Guadalhorce Ecologico - 1 kg","3.23","21.00","3.90",
"HORGUAD0026","Cebolla Seca _ El Guadalhorce Ecologico - 1 kg","1.63","4.00","1.70",
"HORGUAD0027","Pimiento Rojo California _ El Guadalhorce Ecologico - 1 kg","3.32","4.00","3.45",
"HORGUAD0028","Calabacin _ El Guadalhorce Ecologico - 1 kg","2.74","4.00","2.85",
"HORGUAD0029","Boniato - El Guadalhorce Ecologico - Pieza, Precio kilo","2.31","4.00","2.40",
"HORGUAD0030","Pimiento Amarillo California - El Guadalhorce Ecologico - Kg","2.98","4.00","3.10",
"HORGUAD0031","Tomate Cherry -Guadalhorce Ecologico - 1 kilo","3.41","4.00","3.55",
"HORGUAD0032","Granada - Guadalhorce Ecologico - Kg","2.54","4.00","2.64",
"HORGUAD0033","Boniato - El Guadalhorce Ecologco - 1 kilo","2.31","4.00","2.40",
"HORGUAD0034","Col Lisa -El Guadalhorce Ecologico - precio kilo","2.12","4.00","2.20",
"HORGUAD0037","Hinojo -El Guadalhorce Ecologico -pieza, Precio kilo","2.26","4.00","2.35",
"HORGUAD0038","Pimiento Verde California -El Guadalhorce Ecologico - 1 kilo","2.79","4.00","2.90",
"HORGUAD0039","Habas - El Guadalhorce Ecologico - 500 gr","2.31","4.00","2.40",
"HORGUAD0040","Brocoli - El Guadalhorce Ecologico - 1 Kg","2.12","4.00","2.20",
"HORGUAD0041","Acelga Verde - El Guadalhorce Ecologico - 1 Kg","1.97","4.00","2.05",
"HORGUAD0042","Coliflor - El Guadalhorce Ecologico - precio Kg","2.16","4.00","2.25",
"HORGUAD0043","Apio - El Guadalhorce Ecologico - 1 Kg","2.12","4.00","2.20",
"HORGUAD0044","Cebolleta - El Guadalhorce Ecologico - 500 gr","1.01","4.00","1.05",
"HORGUAD0045","Lechuga Hoja de Roble - El Guadalhorce Ecologico - pieza","1.63","4.00","1.70",
"HORGUAD0046","Alcachofa - El Guadalhorce Ecologico -1 kg","2.45","4.00","2.55",
"HORGUAD0047","Lechuga Romana - El Guadalhorce Ecologico - pieza","1.47","4.00","1.53",
"HORGUAD0048","Espinaca - El Guadalhorce Ecologico - manojo 500 gr","3.08","4.00","3.20",
"HORGUAD0049","Zanahorias con hojas - El Guadalhorce Ecologico - manojo","2.40","4.00","2.50",
"HORGUAD0050","Lechuga Lollo Rosa- El Guadalhorce Ecologico- pieza","1.44","4.00","1.50",
"HORGUAD0051","Lechuga Escarola- El Guadalhorce Ecologico- pieza","1.44","4.00","1.50",
"HORGUAD0052","Lechuga Lollo verde- El Guadalhorce Ecologico- pieza","1.44","4.00","1.50",
"HORGUAD0053","Fresas- El Guadalhorce Ecologico- caja 2 kg","10.72","4.00","11.15",
"HORGUAD0054","Patata Blanca - El Guadalhorce Ecologico - 1 kg","1.44","4.00","1.50",
"HORGUAD0055","Patata Blanca - El Guadalhorce Ecologico - 2 kg","2.79","4.00","2.90",
"HORGUAD0056","Patata Blanca - El Guadalhorce Ecologico - 5 kg","7.16","4.00","7.45",
"HORGUAD0057","Remolacha - El guadalhorce Ecologico - 1 Kg","2.36","4.00","2.45",
"HORGUAD0058","Fresas - El Guadalhorce Ecologico - 1 kg","5.34","4.00","5.55",
"HORGUAD0059","Esparraguilla - El Guadalhorce Ecologico - manojo 500gr.","2.12","4.00","2.20",
"HORGUAD0060","Cebolla seca -El Guadalhorce Ecologico - bolsa 2 kilos","3.27","4.00","3.40",
"HORGUAD0061","Zanahoria -El Guadalhorce Ecologico -1 kilo","2.02","4.00","2.10",
"HORGUAD0062","Remolacha fresca con hojas - El guadalhorce Ecologico - 1 Kg","2.45","4.00","2.55",
"HORGUAD0063","Judia Helda -El Guadalhorce Ecologico - 1 kilo","3.13","4.00","3.25",
"HORGUAD0064","Pepino corto- El Guadalhorce Ecologico- 1 kilo","2.60","4.00","2.70",
"HORGUAD0065","Patata Roja - El Guadalhorce Ecologico - 1 kg","1.39","4.00","1.45",
"HORGUAD0066","Patata Roja - El Guadalhorce Ecologico - 2 kg","2.79","4.00","2.90",
"HORGUAD0067","Patata Roja - El Guadalhorce Ecologico - 5 kg","6.97","4.00","7.25",
"HORGUAD0068","Pepino Alpicoz- Guadalhorce","2.40","4.00","2.50",
"HORGUAD0069","Tomate Rebelion MADURO -Guadalhorce Ecologico- 1 kilo","1.06","4.00","1.10",
"HORGUAD0070","Judia Verde Boby - El Guadalhorce Ecologico- 500gr","2.12","4.00","2.20",
"HORGUAD0071","Tomate Cherry  de invernadero-Guadalhorce Ecologico - 1 kilo","3.41","4.00","3.55",
"HORGUAD0072","Tomate ensalada de invernadero-Guadalhorce Ecologico - 1 kilo","2.79","4.00","2.90",
"HORGUAD0073","Berenjena de invernadero-Guadalhorce Ecologico - 1 kilo","2.16","4.00","2.25",
"HORGUAD0074","Calabacin invernadero-El  Guadalhorce Ecologico- 1 kilo","2.31","4.00","2.40",
"HORGUAD0075","Lechuga Iceberg - El Guadalhorce Ecologico - pieza","1.63","4.00","1.70",
"HORGUME0001","Lechuga Batavia-Gumendi- pieza","1.54","4.00","1.60",
"HORGUME0002","Lechuga Hoja de Roble-Gumendi-pieza","1.63","4.00","1.70",
"HORGUME0003","Zanahoria -Gumendi - 1 kilo","2.28","4.00","2.37",
"HORGUME0004","Coliflor -Gumendi- pieza","2.93","4.00","3.05",
"HORGUME0005","Cebolla Roja -Gumendi- 1 kilo","2.03","4.00","2.11",
"HORGUME0006","Cebolla Roja -Gumendi- bolsa 2 kilos","4.06","4.00","4.22",
"HORGUME0007","Nabo daikon-Gumendi-kilo","2.98","4.00","3.10",
"HORGUME0008","Jengibre (raiz)- Gumendi- precio kg","6.15","4.00","6.40",
"HORGUME0009","Curcuma (raiz)- Gumendi- precio kg","12.69","4.00","13.20",
"HORGUME0010","Curcuma (raiz)- Gumendi-250gr","2.93","4.00","3.05",
"HORGUME0011","Jengibre (raiz)- Gumendi-250 gr","1.44","4.00","1.50",
"HORGUME0012","Curcuma (raiz)- Gumendi-100 gr","1.30","4.00","1.35",
"HORGUME0013","Nabo morado-Gumendi-kilo","3.13","4.00","3.25",
"HORGUME0014","Judia verde redonda - Gumendi- precio kilo","4.81","4.00","5.00",
"HORGUME0015","Boniato -Gumendi- 1kilo","2.64","4.00","2.75",
"HORGUME0016","Rabanitos-Gumendi-manojo","1.95","4.00","2.03",
"HORGUME0017","Brocoli- Gumendi- precio kilo","3.70","4.00","3.85",
"HORGUME0018","Pimiento  Ramiro Verde-Gumendi- 1 kilo","4.09","4.00","4.25",
"HORGUME0019","Alcachofa-Gumendi-1 kilo","2.98","4.00","3.10",
"HORGUME0020","Lechuga Lollo Rossa Verde","1.83","4.00","1.90",
"HORGUME0021","Lechuga Lollo Rossa - Gumendi","1.54","4.00","1.60",
"HORGUME0022","Pepino frances-Gumendi-1 kilo","2.55","4.00","2.65",
"HORGUME0023","Guisantes-Gumendi-1 kilo","3.99","4.00","4.15",
"HORGUME0024","Habas-Gumendi-1 kilo","3.27","4.00","3.40",
"HORGUME0025","Calabaza Potimarron-Gumendi- precio kilo","2.12","4.00","2.20",
"HORGUME0026","Pimiento california rojo-Gumendi-1 kilo","6.20","4.00","6.45",
"HORGUME0027","Pimiento california amarillo-Gumendi-1 kilo","3.56","4.00","3.70",
"HORGUME0028","Pimiento Ramiro Rojo-Gumendi- 1 kilo","6.35","4.00","6.60",
"HORGUME0029","Pimiento de piquillo- Gumendi- kilo","2.98","4.00","3.10",
"HORGUME0030","Espinaca- Gumendi- manojo","3.85","4.00","4.00",
"HORGUME0031","Col romanescu- Gumendi- precio pieza","3.70","4.00","3.85",
"HORGUME0032","Rucula- Gumendi- manojo 250 gr aprox","2.64","4.00","2.75",
"HORGUME0033","Aguacate REED - GUMENDI - Kg","5.05","4.00","5.25",
"HORGUME0034","Col rizada - GUMENDI - Unidad","2.12","4.00","2.20",
"HORGUME0035","Guisante - GUMENDI - Kilo","5.72","4.00","5.95",
"HORGUME0036","Acelga - Gumendi - Kilo","2.50","4.00","2.60",
"HORGUME0037","Cogollo - Gumendi - Ud","1.39","4.00","1.45",
"HORGUME0038","Endivia - Gumendi - Kilo","7.07","4.00","7.35",
"HORGUME0039","Esparrago Blanco - Gumendi - Manojo 500 gr","3.51","4.00","3.65",
"HORGUME0040","Esparrago Blanco II - Gumendi - Manojo 500 gr","2.98","4.00","3.10",
"HORGUME0041","Seta de Cardo - Gumendi - 500 gr.","7.31","4.00","7.60",
"HORGUME0042","Apio - Gumendi - Manojo 400gr. aprox.","1.92","4.00","2.00",
"HORGUME0043","Champinon Portobelo - Gumendi - 500gr.","3.41","4.00","3.55",
"HORGUME0044","Calabaza Cacahuete - Gumendi - Kilo","2.12","4.00","2.20",
"HORGUME0045","Cebolla roja semiseca - Gumendi - Kilo","1.83","4.00","1.90",
"HORGUME0046","Col lombarda - Gumendi - Kilo","2.50","4.00","2.60",
"HORGUME0047","Patata Baby - Gumendi - kilo","1.25","4.00","1.30",
"HORGUME0048","Tomate FEO - GUMENDI - Kilo","2.98","4.00","3.10",
"HORGUME0049","Seta Shiitake-GUMENDI-500gr.","5.19","4.00","5.40",
"HORGUME0050","Col crespa - GUMENDI - kilo","3.85","4.00","4.00",
"HORGUME0051","Cebolleta Blanca - Gumendi - manojo","1.54","4.00","1.60",
"HORGUME0052","Berenjena - Gumendi - Kilo","2.98","4.00","3.10",
"HORGUME0053","Cebolleta roja - Gumendi - manojo","1.68","4.00","1.75",
"HORGUME0054","Col picuda - Gumendi - Kilo","2.12","4.00","2.20",
"HORGUME0055","Pack Choi - Gumendi - precio manojo","2.40","4.00","2.50",
"HORGUME0056","Habas - Gumendi - Kilo","3.75","4.00","3.90",
"HORLOR0001","Calabacin -LORENZO-  1kilo","2.31","4.00","2.40",
"HORLOR0002","Puerro -LORENZO- 1 kilo","2.88","4.00","3.00",
"HORLOR0003","Berenjena -LORENZO- 1 kilo","2.12","4.00","2.20",
"HORLOR0004","Zanahoria- LORENZO- 1 kilo","2.12","4.00","2.20",
"HORLOR0005","Pepino- LORENZO- 1 kilo","2.12","4.00","2.20",
"HORLOR0006","Pimiento verde italiano- LORENZO- 1 kilo","2.31","4.00","2.40",
"HORPEDA0001","Calabaza Vasca (Guernica)-Pedaque-precio kilo","1.44","4.00","1.50",
"HORPIDE0001","Alcachofa - Pidebio - Kilo","3.94","4.00","4.10",
"HORPIDE0002","Berenjena - Pidebio - Kilo","2.45","4.00","2.55",
"HORPIDE0003","Calabacin - Pidebio - Kilo","3.80","4.00","3.95",
"HORPIDE0004","Calabaza Potimarron - Pidebio - Kio","2.98","4.00","3.10",
"HORPIDE0005","Calabaza Cacahuete - Pidebio - Kilo","1.73","4.00","1.80",
"HORPIDE0006","Col Picuda - Pidebio - Kilo","2.02","4.00","2.10",
"HORPIDE00068","Berenjena Negra INVERNADERO Pidebio","3.37","4.00","3.50",
"HORPIDE0007","Col Lombarda -Pidebio - Kilo","3.22","4.00","3.35",
"HORPIDE0008","Tomate Marmalindo - Pidebio - Kilo","2.84","4.00","2.95",
"HORPIDE0009","Puerro - Pidebio - Kg","2.64","4.00","2.75",
"HORPIDE0010","Zanahoria - Pidebio - Kg","1.83","4.00","1.90",
"HORPIDE0011","Lechuga Malaguena - PideBio- Unidad","1.35","4.00","1.40",
"HORPIDE0012","Tomate ensalada- PideBio- 1 kilo","2.40","4.00","2.50",
"HORPIDE0013","Judias Verdes - Pidebio - Precio Kg","3.75","4.00","3.90",
"HORPIDE0014","Pepino - Pidebio - Kg","1.97","4.00","2.05",
"HORPIDE0015","Tomate en rama - Pidebio - Kg","1.97","4.00","2.05",
"HORPIDE0016","Pimiento Rojo Italiano - Pidebio - Kilo","3.13","4.00","3.25",
"HORPIDE0017","Tomate Redondo - Pidebio - Kilo","2.55","4.00","2.65",
"HORPIDE0018","Pimiento California Rojo - Pidebio - Kilo","2.69","4.00","2.80",
"HORPIDE0019","Lechuga Batavia - Pidebio - Ud","1.44","4.00","1.50",
"HORPIDE0020","Patata blanca- Pidebio- kilo","1.68","4.00","1.75",
"HORPIDE0021","Acelga- Pidebio- kilo","2.40","4.00","2.50",
"HORPIDE0022","Boniato - Pidebio - Kilo","3.03","4.00","3.15",
"HORPIDE0023","Remolacha -PideBio- kilo","2.31","4.00","2.40",
"HORPIDE0024","Cebolleta- Pidebio- manojo 400 gr aprox","1.83","4.00","1.90",
"HORPIDE0025","Pimiento verde ASAR - Pidebio - kilo","2.98","4.00","3.10",
"HORPIDE0026","Pimiento verde - ITALIANO - Pidebio - kilo","2.45","4.00","2.55",
"HORPIDE0027","Tomate Pera - Pidebio - Kilo","2.07","4.00","2.15",
"HORPIDE0028","Cebolla seca - Pidebio - Kilo","1.54","4.00","1.60",
"HORPIDE0029","Brocoli - Pidebio - precio kilo","3.03","4.00","3.15",
"HORPIDE0030","Col lisa - Pidebio - Precio Kilo","2.55","4.00","2.65",
"HORPIDE0031","Tomate Cherry Invernadero - Pidebio - kilo","3.32","4.00","3.45",
"HORPIDE0032","Esparragos verdes - Pidebio - Manojo 250gr.","2.31","4.00","2.40",
"HORPIDE0033","Ajo - Pidebio - 500 gr.","2.84","4.00","2.95",
"HORPIDE0035","Seta Shitake - Pidebio  - 500 gr.","5.29","4.00","5.50",
"HORPIDE0036","Patata Roja- Kilo-Pidebio","1.25","4.00","1.30",
"HORPIDE0037","Champinon Portobello 500gr - Pidebio","3.56","4.00","3.70",
"HORPIDE0038","Jengibre- Pidebio - 250 gr","1.16","21.00","1.40",
"HORPIDE0039","Calabaza carruecano- Pidebio- kg","2.26","4.00","2.35",
"HORPIDE0040","calabaza cacahuete oferta- Pidebio-kg","1.44","4.00","1.50",
"HORPIDE0041","Lechuga maravilla- Pidebio- Pieza","1.54","4.00","1.60",
"HORPIDE0042","Apio Largo- Pidebio","2.60","4.00","2.70",
"HORPIDE0045","Perejil- Pidebio-  100 gr-manojo","1.49","4.00","1.55",
"HORPIDE0046","Rucula- manojo- Pidebio","2.02","4.00","2.10",
"HORPIDE0047","Calabaza dulce  PIDEBIO precio kg","1.68","4.00","1.75",
"HORPIDE0048","Apionabo Pidebio -precio kg-","2.60","4.00","2.70",
"HORPIDE0049","Zanahoria PIDEBIO - Kilo","1.24","21.00","1.50",
"HORPIDE0054","Coliflor - Pidebio - KG","2.40","4.00","2.50",
"HORPIDE0055","Col Kale - Pidebio Kg","3.37","4.00","3.50",
"HORPIDE0056","Hinojo en Bulbo - Pidebio - Precio Kg","2.60","4.00","2.70",
"HORPIDE0057","Cebolla Seca - Pidebio - Kg","1.68","4.00","1.75",
"HORPIDE0066","Acelga Roja - Pidebio -Precio Kg","2.40","4.00","2.50",
"HORPIDE0067","Acelga Roja - Pidebio -Precio Kg","2.50","4.00","2.60",
"HORPIDE0068","Tomate Genaro- Pidebio- Kilo","3.03","4.00","3.15",
"HORPIDE0090","Jengibre Pidebio - 250g","1.27","10.00","1.40",
"HORPIDEBESC1","Platanos - Pidebio - Escuela","3.85","4.00","4.00",
"HORPIDEESC0058","Platano - Pidebio - Escuela","3.06","4.00","3.18",
"HORPUE00010","Lechuga  radicheta- Puente del Molino- Unidad","1.92","4.00","2.00",
"HORPUE00011","Acelga -Manojo- Puente del Molino","1.44","4.00","1.50",
"HORQUER0001","Acelga verde- Esencia Rural- 1 kilo","1.92","4.00","2.00",
"HORQUER0002","Ajedrea- Quero- manojo 200gr","0.76","4.00","0.79",
"HORQUER00020","Ajo Negro- Esencia Rural- bolsa de 500 gr","0.00","10.00","0.00",
"HORQUER0003","Ajo morado- Esencia Rural -500 gr","2.60","4.00","2.70",
"HORQUER0004","Cebolleta blanca- Quero- manojo 750 gr aprox.","1.12","4.00","1.16",
"HORQUER0005","Cebolla reca- Quero (Toledo)- bolsa 2 kilos","2.13","4.00","2.22",
"HORQUER0006","Espinacas- Quero- manojos 700/800 gr aprox","2.28","4.00","2.37",
"HORQUER0007","Lavanda- Quero- manojo","0.76","4.00","0.79",
"HORQUER0008","Patata blanca- Esencia Rural- bolsa 5 kilos","6.34","4.00","6.59",
"HORQUER0009","Patata Roja- Esencia Rural- bolsa 5 kilos","6.34","4.00","6.59",
"HORQUER0010","Romero- Quero- manojo 200gr","0.76","4.00","0.79",
"HORQUER0011","Tomillo- Quero- manojo 200gr","0.76","4.00","0.79",
"HORQUER0016","Ajo morado- Esencia Rural -500 gr OFERTA -50%","2.60","4.00","2.70",
"HORQUER0017","Calabacin- Esencia Rural- 1 kg","1.83","4.00","1.90",
"HORQUER0018","Patata Roja- Esencia Rural-Bolsa 2kg","2.54","4.00","2.64",
"HORQUER0019","Berenjena Negra-Esencia Rural- 1 kg","1.98","4.00","2.06",
"HORQUER0020","Tomate Ensalada - Esencia Rural - 1kg","2.12","4.00","2.20",
"HORQUER0021","Pimiento italiano- Esencia Rural- 1 kg","2.02","4.00","2.10",
"HORQUER0022","Cebolleta fresca - esencia -rural - manojo 300gr","0.61","4.00","0.63",
"HORQUER0023","Pepino - Esencia Rural - 1kg","1.73","4.00","1.80",
"HORQUER0024","Cebolla seca - Esencia Rural - Bolsa 1kg","1.22","4.00","1.27",
"HORQUER0025","Cebolla seca - Esencia Rural - Bolsa 2kg","2.43","4.00","2.53",
"HORQUER0026","Pimiento verde infante - Esencia Rural - 1kg","2.40","4.00","2.50",
"HORQUER0027","Pimiento Rojo Infante - Esencia Rural - Kilo","3.70","4.00","3.85",
"HORQUER0028","**ERROR**Calabaza cacahuete - Esencia Rural - Precio kg","2.13","4.00","2.22",
"HORQUER0029","Hierba Luisa - Esencia Rural - manojo","0.76","4.00","0.79",
"HORQUER0030","Calabaza de Cacahuete - Esencia Rural -precio kilo","1.73","4.00","1.80",
"HORQUER0031","Lechuga Iceberg- Esencia Rural- pieza","1.27","4.00","1.32",
"HORQUER0032","Lechuga Romana - Esencia Rural- pieza","1.30","4.00","1.35",
"HORQUER0033","Col lisa -Esencia Rural -pieza 1,3 kg aprox","2.23","4.00","2.32",
"HORQUER0034","Coliflor -Esencia Rural -pieza 1,3 kg","2.23","4.00","2.32",
"HORQUER0035","Col Lombarda -Esencia Rural - pieza 1,3 kg","2.23","4.00","2.32",
"HORQUER0036","Apio- Esencia Rural - manojo, precio kilo","2.03","4.00","2.11",
"HORQUER0037","Puerro -Esencia Rural -manojo 800 a 900 gr aprox.","2.33","4.00","2.43",
"HORQUER0038","Espinaca - Esencia Rural - Manojo 500-600 gr aprox.","2.13","4.00","2.22",
